,score,remaining_marbles,moves
7020,20,6,"[((5, 3), (3, 3)), ((5, 1), (5, 3)), ((6, 3), (4, 3)), ((5, 5), (5, 3)), ((3, 5), (5, 5)), ((1, 5), (3, 5)), ((1, 3), (1, 5)), ((1, 1), (1, 3)), ((3, 4), (5, 4)), ((6, 4), (4, 4)), ((4, 3), (4, 5)), ((4, 6), (4, 4)), ((4, 1), (4, 3)), ((2, 2), (4, 2)), ((2, 0), (2, 2)), ((3, 6), (3, 4)), ((4, 3), (4, 5)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((0, 3), (2, 3)), ((3, 0), (3, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (2, 1)), ((4, 2), (2, 2)), ((2, 1), (2, 3)), ((2, 3), (4, 3)), ((4, 3), (6, 3)), ((6, 2), (6, 4))]"
7021,20,6,"[((5, 3), (3, 3)), ((5, 1), (5, 3)), ((6, 3), (4, 3)), ((5, 5), (5, 3)), ((3, 5), (5, 5)), ((1, 5), (3, 5)), ((1, 3), (1, 5)), ((1, 1), (1, 3)), ((3, 4), (5, 4)), ((6, 4), (4, 4)), ((4, 3), (4, 5)), ((4, 6), (4, 4)), ((4, 1), (4, 3)), ((2, 2), (4, 2)), ((2, 0), (2, 2)), ((3, 6), (3, 4)), ((4, 3), (4, 5)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((0, 3), (2, 3)), ((3, 0), (3, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (2, 1)), ((4, 2), (2, 2)), ((2, 1), (2, 3)), ((2, 3), (4, 3)), ((4, 3), (6, 3)), ((6, 2), (6, 4))]"
7022,20,6,"[((5, 3), (3, 3)), ((5, 1), (5, 3)), ((6, 3), (4, 3)), ((5, 5), (5, 3)), ((3, 5), (5, 5)), ((1, 5), (3, 5)), ((1, 3), (1, 5)), ((1, 1), (1, 3)), ((3, 4), (5, 4)), ((6, 4), (4, 4)), ((4, 3), (4, 5)), ((4, 6), (4, 4)), ((4, 1), (4, 3)), ((2, 2), (4, 2)), ((2, 0), (2, 2)), ((3, 6), (3, 4)), ((4, 3), (4, 5)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((0, 3), (2, 3)), ((3, 0), (3, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (2, 1)), ((4, 2), (2, 2)), ((2, 1), (2, 3)), ((2, 3), (4, 3)), ((4, 3), (6, 3)), ((6, 2), (6, 4))]"
7023,30,11,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((3, 4), (5, 4))]"
7024,30,11,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((3, 4), (5, 4))]"
7025,30,11,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((4, 0), (2, 0)), ((4, 6), (2, 6)), ((3, 4), (5, 4))]"
7026,30,11,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((4, 0), (2, 0)), ((4, 6), (2, 6)), ((3, 4), (5, 4))]"
7027,30,11,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((3, 4), (5, 4))]"
7028,30,11,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((3, 4), (5, 4))]"
7029,30,11,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((3, 4), (5, 4))]"
7030,30,11,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((3, 4), (5, 4))]"
7031,30,11,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((3, 4), (5, 4))]"
7032,25,10,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 0), (2, 0)), ((4, 6), (2, 6)), ((4, 3), (4, 1))]"
7033,27,10,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((1, 5), (3, 5)), ((3, 4), (3, 6)), ((2, 6), (4, 6)), ((4, 3), (4, 1))]"
7034,27,10,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((1, 5), (3, 5)), ((3, 4), (3, 6)), ((2, 6), (4, 6)), ((4, 3), (4, 1))]"
7035,27,10,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((1, 5), (3, 5)), ((3, 4), (3, 6)), ((2, 6), (4, 6)), ((4, 3), (4, 1))]"
7036,29,10,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 4), (4, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((4, 4), (2, 4)), ((3, 6), (3, 4)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (0, 3)), ((3, 3), (5, 3))]"
7037,29,10,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 4), (4, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((4, 4), (2, 4)), ((3, 6), (3, 4)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (0, 3)), ((3, 3), (5, 3))]"
7038,27,10,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 4), (4, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((4, 4), (2, 4)), ((3, 6), (3, 4)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (0, 3)), ((4, 2), (4, 4))]"
7039,29,10,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((4, 0), (2, 0)), ((3, 4), (3, 2)), ((3, 6), (3, 4)), ((3, 4), (5, 4)), ((3, 2), (5, 2))]"
7040,29,10,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((4, 0), (2, 0)), ((3, 4), (3, 2)), ((3, 6), (3, 4)), ((3, 4), (5, 4)), ((3, 2), (5, 2))]"
7041,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 4), (4, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((4, 4), (2, 4)), ((3, 6), (3, 4)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (2, 5)), ((1, 5), (3, 5)), ((3, 3), (5, 3))]"
7042,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 4), (4, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((4, 4), (2, 4)), ((3, 6), (3, 4)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (2, 5)), ((1, 5), (3, 5)), ((3, 3), (5, 3))]"
7043,22,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 4), (4, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((4, 4), (2, 4)), ((3, 6), (3, 4)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (2, 5)), ((1, 5), (3, 5)), ((4, 2), (4, 4))]"
7044,25,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 0), (2, 0)), ((4, 3), (4, 1)), ((3, 6), (3, 4)), ((3, 3), (3, 5))]"
7045,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 0), (2, 0)), ((4, 3), (4, 1)), ((3, 6), (3, 4)), ((3, 4), (5, 4))]"
7046,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 0), (2, 0)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((3, 5), (5, 5))]"
7047,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 0), (2, 0)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((3, 5), (5, 5))]"
7048,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((4, 0), (2, 0)), ((3, 5), (5, 5))]"
7049,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((4, 0), (2, 0)), ((3, 5), (5, 5))]"
7050,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((1, 5), (3, 5)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 6), (2, 6)), ((4, 3), (4, 5)), ((4, 0), (2, 0)), ((3, 5), (5, 5))]"
7051,27,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((1, 5), (3, 5)), ((3, 4), (3, 6)), ((2, 6), (4, 6)), ((4, 3), (2, 3)), ((2, 3), (0, 3))]"
7052,27,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((1, 5), (3, 5)), ((3, 4), (3, 6)), ((2, 6), (4, 6)), ((4, 3), (2, 3)), ((2, 3), (2, 5))]"
7053,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((1, 5), (3, 5)), ((3, 4), (3, 6)), ((2, 6), (4, 6)), ((4, 3), (2, 3)), ((1, 3), (3, 3))]"
7054,24,9,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 3), (2, 1)), ((6, 4), (4, 4)), ((2, 0), (2, 2)), ((3, 2), (3, 0)), ((4, 5), (2, 5)), ((4, 6), (2, 6)), ((4, 0), (2, 0)), ((1, 5), (3, 5)), ((3, 4), (3, 6)), ((2, 6), (4, 6)), ((4, 3), (2, 3)), ((1, 3), (3, 3))]"
7055,18,8,"[((1, 3), (3, 3)), ((1, 5), (1, 3)), ((0, 3), (2, 3)), ((3, 5), (1, 5)), ((1, 1), (1, 3)), ((5, 5), (3, 5)), ((2, 3), (2, 5)), ((2, 1), (2, 3)), ((2, 6), (2, 4)), ((4, 2), (2, 2)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((6, 2), (4, 2)), ((4, 3), (4, 5)), ((6, 3), (4, 3)), ((2, 4), (4, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((4, 4), (2, 4)), ((3, 6), (3, 4)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((2, 3), (2, 5)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((4, 0), (4, 2))]"
