,score,remaining_marbles,moves
132,12,6,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((4, 4), (2, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3))]"
133,12,6,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((1, 4), (3, 4)), ((2, 3), (2, 1)), ((4, 4), (2, 4)), ((2, 0), (2, 2)), ((3, 2), (5, 2)), ((5, 1), (5, 3))]"
134,12,6,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((1, 4), (3, 4)), ((2, 3), (2, 1)), ((4, 4), (2, 4)), ((2, 0), (2, 2)), ((3, 2), (5, 2)), ((5, 1), (5, 3))]"
135,12,6,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((1, 4), (3, 4)), ((2, 3), (2, 1)), ((4, 4), (2, 4)), ((2, 0), (2, 2)), ((3, 2), (5, 2)), ((5, 1), (5, 3))]"
136,12,6,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((1, 4), (3, 4)), ((2, 3), (2, 1)), ((4, 4), (2, 4)), ((2, 0), (2, 2)), ((3, 2), (5, 2)), ((5, 1), (5, 3))]"
137,12,6,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((1, 4), (3, 4)), ((2, 3), (2, 1)), ((4, 4), (2, 4)), ((2, 0), (2, 2)), ((3, 2), (5, 2)), ((5, 1), (5, 3))]"
138,11,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (5, 4)), ((5, 4), (5, 2))]"
139,11,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (5, 4)), ((5, 4), (5, 2))]"
140,11,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (5, 4)), ((5, 4), (5, 2))]"
141,11,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (5, 4)), ((5, 4), (5, 2))]"
142,11,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (5, 4)), ((5, 4), (5, 2))]"
143,12,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (3, 2)), ((2, 2), (4, 2))]"
144,13,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (3, 2)), ((3, 2), (1, 2))]"
145,12,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (3, 2)), ((2, 2), (4, 2))]"
146,12,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (3, 2)), ((2, 2), (4, 2))]"
147,12,5,"[((1, 3), (3, 3)), ((1, 1), (1, 3)), ((2, 1), (2, 3)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((4, 0), (2, 0)), ((1, 4), (1, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((4, 6), (4, 4)), ((0, 2), (0, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((1, 5), (1, 3)), ((1, 2), (1, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((5, 5), (3, 5)), ((3, 4), (5, 4)), ((6, 2), (6, 4)), ((6, 4), (4, 4)), ((2, 3), (2, 1)), ((2, 0), (2, 2)), ((1, 4), (3, 4)), ((3, 2), (5, 2)), ((5, 1), (5, 3)), ((3, 4), (3, 2)), ((2, 2), (4, 2))]"
148,25,9,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((2, 3), (0, 3)), ((4, 2), (2, 2)), ((3, 3), (5, 3))]"
149,20,8,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((6, 2), (4, 2)), ((2, 3), (0, 3)), ((4, 3), (2, 3))]"
150,21,8,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (3, 5)), ((4, 2), (4, 4)), ((4, 4), (2, 4)), ((2, 4), (2, 2)), ((2, 2), (4, 2))]"
151,22,8,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (3, 5)), ((4, 2), (4, 4)), ((4, 4), (2, 4)), ((2, 4), (2, 2)), ((3, 2), (1, 2))]"
152,21,8,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (3, 5)), ((4, 2), (4, 4)), ((4, 4), (2, 4)), ((2, 4), (2, 2)), ((2, 2), (4, 2))]"
153,18,7,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (3, 5)), ((4, 3), (4, 1)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((3, 2), (1, 2)), ((3, 4), (3, 2))]"
154,19,7,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((6, 2), (4, 2)), ((4, 2), (4, 4)), ((2, 3), (4, 3)), ((4, 3), (4, 5))]"
155,18,7,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((6, 2), (4, 2)), ((4, 2), (4, 4)), ((2, 3), (4, 3)), ((4, 4), (4, 2))]"
156,19,7,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((4, 3), (4, 1)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((3, 3), (3, 1)), ((2, 3), (0, 3))]"
157,19,7,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((4, 3), (4, 1)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((3, 3), (3, 1)), ((2, 3), (0, 3))]"
158,13,6,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((6, 2), (4, 2)), ((4, 3), (4, 1)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((2, 3), (4, 3))]"
159,16,6,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((4, 3), (4, 1)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((3, 2), (1, 2)), ((1, 2), (1, 4)), ((2, 3), (4, 3))]"
160,17,6,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((4, 3), (4, 1)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((2, 2), (4, 2)), ((2, 3), (4, 3)), ((4, 3), (4, 1))]"
161,17,6,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((4, 3), (4, 1)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((2, 2), (4, 2)), ((2, 3), (4, 3)), ((4, 3), (4, 1))]"
162,17,6,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((4, 3), (4, 1)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((2, 2), (4, 2)), ((2, 3), (4, 3)), ((4, 3), (4, 1))]"
163,17,6,"[((3, 1), (3, 3)), ((1, 1), (3, 1)), ((3, 0), (3, 2)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((2, 5), (2, 3)), ((0, 2), (2, 2)), ((4, 5), (2, 5)), ((0, 4), (2, 4)), ((3, 4), (1, 4)), ((5, 4), (3, 4)), ((2, 6), (2, 4)), ((5, 2), (5, 4)), ((5, 5), (5, 3)), ((4, 3), (4, 1)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 6), (2, 6)), ((2, 3), (2, 5)), ((2, 6), (2, 4)), ((2, 1), (2, 3)), ((2, 3), (2, 5)), ((0, 3), (2, 3)), ((1, 5), (1, 3)), ((4, 3), (4, 1)), ((4, 1), (2, 1)), ((2, 0), (2, 2)), ((2, 2), (4, 2)), ((2, 3), (4, 3)), ((4, 3), (4, 1))]"
